"","x"
"2224",1165
"2225",1587
"2226",981
"2227",481
"2228",2494
"2229",2613
"2230",2742
"2231",2374
"2232",3268
"2233",736
"2234",3604
"2235",2574
"2236",2380
"2237",308
"2238",990
"2239",1482
"2240",2890
"2241",3455
"2242",1884
"2243",3344
"2244",2518
"2245",3379
"2246",830
"2247",1539
"2248",3742
"2249",1147
"2250",2240
"2251",1503
"2252",226
"2253",326
"2254",3221
"2255",945
"2256",2917
"2257",2880
"2258",1874
"2259",2145
"2260",1907
"2261",1491
"2262",253
"2263",3783
"2264",2132
"2265",254
"2266",262
"2267",2763
"2268",1058
"2269",2508
"2270",764
"2271",1001
"2272",2485
"2273",3373
"2274",606
"2275",2754
"2276",2267
"2277",2196
"2278",2141
"2279",2589
"2280",1868
"2281",520
"2282",3339
"2283",1728
"2284",748
"2285",2755
"2286",3054
"2287",3774
"2288",3359
"2289",962
"2290",1460
"2291",116
"2292",3096
"2293",2487
"2294",1228
"2295",3632
"2296",220
"2297",2968
"2298",761
"2299",3709
"2300",3748
"2301",2546
"2302",2581
"2303",1260
"2304",2997
"2305",1616
"2306",2190
"2307",9
"2308",1914
"2309",181
"2310",1936
"2311",2077
"2312",2133
"2313",523
"2314",2372
"2315",188
"2316",1391
"2317",2105
"2318",434
"2319",2752
"2320",3106
"2321",2933
"2322",2770
"2323",1571
"2324",531
"2325",2024
"2326",1750
"2327",2475
"2328",1720
"2329",529
"2330",3872
"2331",2962
"2332",3545
"2333",2432
"2334",3667
"2335",374
"2336",812
"2337",991
"2338",27
"2339",1614
"2340",1487
"2341",987
"2342",2194
"2343",2634
"2344",2607
"2345",437
"2346",2828
"2347",1839
"2348",3333
"2349",3838
"2350",2222
"2351",3345
"2352",2037
"2353",1628
"2354",2215
"2355",1693
"2356",3741
"2357",3197
"2358",514
"2359",2408
"2360",3423
"2361",1467
"2362",551
"2363",136
"2364",1895
"2365",1456
"2366",1014
"2367",1857
"2368",14
"2369",2011
"2370",3295
"2371",1934
"2372",1681
"2373",1151
"2374",439
"2375",998
"2376",730
"2377",3424
"2378",1081
"2379",1263
"2380",673
"2381",3487
"2382",751
"2383",1024
"2384",141
"2385",3723
"2386",2938
"2387",3169
"2388",3232
"2389",540
"2390",1780
"2391",1543
"2392",3608
"2393",2357
"2394",3042
"2395",2738
"2396",3664
"2397",2071
"2398",3584
"2399",1004
"2400",16
"2401",1562
"2402",1795
"2403",2744
"2404",2675
"2405",1766
"2406",404
"2407",341
"2408",807
"2409",2274
"2410",2986
"2411",1166
"2412",3635
"2413",2839
"2414",125
"2415",3565
"2416",2565
"2417",111
"2418",2993
"2419",65
"2420",2825
"2421",816
"2422",1234
"2423",2934
"2424",2925
"2425",3677
"2426",1105
"2427",1842
"2428",3570
"2429",1533
"2430",1394
"2431",104
"2432",2749
"2433",2027
"2434",490
"2435",834
"2436",1422
"2437",2474
"2438",2423
"2439",3571
"2440",3828
"2441",2810
"2442",963
"2443",1964
"2444",2007
"2445",3061
"2446",2902
"2447",485
"2448",103
"2449",2421
"2450",249
"2451",3162
"2452",267
"2453",3752
"2454",1176
"2455",600
"2456",644
"2457",1216
"2458",3010
"2459",1606
"2460",365
"2461",1277
"2462",2260
"2463",2870
"2464",1104
"2465",1603
"2466",1932
"2467",2884
"2468",3031
"2469",3852
"2470",3370
"2471",2536
"2472",2455
"2473",1731
"2474",3414
"2475",1204
"2476",2450
"2477",43
"2478",2239
"2479",355
"2480",353
"2481",1714
"2482",1715
"2483",1833
"2484",574
"2485",3449
"2486",42
"2487",2298
"2488",3471
"2489",2138
"2490",1635
"2491",1662
"2492",2128
"2493",1222
"2494",3457
"2495",1037
"2496",2241
"2497",1878
"2498",3822
"2499",1527
"2500",1279
"2501",1256
"2502",692
"2503",3834
"2504",2461
"2505",173
"2506",546
"2507",1118
"2508",2972
"2509",1308
"2510",1650
"2511",169
"2512",3465
"2513",784
"2514",2685
"2515",3546
"2516",2509
"2517",2573
"2518",1494
"2519",1208
"2520",3585
"2521",3558
"2522",3874
"2523",1931
"2524",2087
"2525",3048
"2526",1980
"2527",2946
"2528",506
"2529",2313
"2530",1082
"2531",3710
"2532",3669
"2533",3433
"2534",538
"2535",731
"2536",2723
"2537",1330
"2538",1122
"2539",1475
"2540",263
"2541",214
"2542",3853
"2543",2777
"2544",3251
"2545",299
"2546",2604
"2547",152
"2548",1291
"2549",3041
"2550",2139
"2551",2269
"2552",422
"2553",750
"2554",2808
"2555",642
"2556",3431
"2557",1659
"2558",2148
"2559",376
"2560",3714
"2561",3367
"2562",2209
"2563",1169
"2564",2424
"2565",3292
"2566",512
"2567",3375
"2568",1900
"2569",501
"2570",1696
"2571",1140
"2572",1331
"2573",1592
"2574",194
"2575",83
"2576",1925
"2577",3076
"2578",3004
"2579",335
"2580",2163
"2581",1303
"2582",3679
"2583",849
"2584",1890
"2585",29
"2586",328
"2587",820
"2588",3556
"2589",919
"2590",1241
"2591",1473
"2592",3491
"2593",3824
"2594",3277
"2595",524
"2596",956
"2597",868
"2598",1098
"2599",631
"2600",1368
"2601",1631
"2602",845
"2603",1431
"2604",1929
"2605",1624
"2606",1146
"2607",1029
"2608",2065
"2609",472
"2610",3177
"2611",547
"2612",774
"2613",203
"2614",3266
"2615",2849
"2616",1052
"2617",1073
"2618",698
"2619",162
"2620",3152
"2621",3580
"2622",1580
"2623",1022
"2624",1618
"2625",1464
"2626",2740
"2627",1632
"2628",2471
"2629",255
"2630",3416
"2631",3427
"2632",1888
"2633",3157
"2634",1189
"2635",1595
"2636",2679
"2637",234
"2638",2696
"2639",720
"2640",2051
"2641",3297
"2642",3711
"2643",781
"2644",3588
"2645",3533
"2646",887
"2647",2819
"2648",2439
"2649",1387
"2650",3101
"2651",1124
"2652",3369
"2653",361
"2654",2540
"2655",504
"2656",2097
"2657",770
"2658",1174
"2659",1550
"2660",3865
"2661",1572
"2662",1690
"2663",2708
"2664",835
"2665",2347
"2666",3305
"2667",2582
"2668",1068
"2669",3621
"2670",2706
"2671",2924
"2672",2826
"2673",2571
"2674",2566
"2675",2944
"2676",2399
"2677",3388
"2678",2983
"2679",1545
"2680",3007
"2681",826
"2682",2615
"2683",1675
"2684",613
"2685",2285
"2686",2412
"2687",3641
"2688",1938
"2689",2459
"2690",3678
"2691",3761
"2692",1137
"2693",1353
"2694",315
"2695",3216
"2696",157
"2697",3398
"2698",2530
"2699",773
"2700",1578
"2701",662
"2702",1333
"2703",838
"2704",3120
"2705",2137
"2706",2532
"2707",3252
"2708",1873
"2709",3795
"2710",3066
"2711",2370
"2712",2019
"2713",1424
"2714",1761
"2715",1384
