"","x"
"2222",2416
"2223",2691
"2224",3604
"2225",3270
"2226",3394
"2227",1135
"2228",3034
"2229",577
"2230",2115
"2231",1950
"2232",2697
"2233",2327
"2234",2292
"2235",742
"2236",2972
"2237",920
"2238",2594
"2239",456
"2240",710
"2241",2730
"2242",3355
"2243",2515
"2244",1703
"2245",3794
"2246",3176
"2247",3586
"2248",3079
"2249",2546
"2250",1952
"2251",2459
"2252",2738
"2253",1659
"2254",3518
"2255",1009
"2256",486
"2257",2980
"2258",3663
"2259",2383
"2260",921
"2261",665
"2262",2007
"2263",1743
"2264",33
"2265",3646
"2266",3253
"2267",3197
"2268",907
"2269",3710
"2270",1271
"2271",3768
"2272",3553
"2273",3499
"2274",2661
"2275",2564
"2276",245
"2277",3471
"2278",3039
"2279",2680
"2280",429
"2281",2861
"2282",1628
"2283",1560
"2284",2415
"2285",3523
"2286",3759
"2287",3327
"2288",1290
"2289",2977
"2290",3114
"2291",3213
"2292",1943
"2293",2053
"2294",844
"2295",2617
"2296",2484
"2297",1634
"2298",1043
"2299",1844
"2300",2700
"2301",2767
"2302",200
"2303",1701
"2304",1118
"2305",2584
"2306",2946
"2307",206
"2308",3407
"2309",1448
"2310",2317
"2311",2850
"2312",1953
"2313",2391
"2314",1122
"2315",2809
"2316",1919
"2317",2502
"2318",2027
"2319",1358
"2320",3781
"2321",3725
"2322",1731
"2323",3502
"2324",329
"2325",3058
"2326",3122
"2327",2718
"2328",909
"2329",1318
"2330",3698
"2331",2074
"2332",3832
"2333",2177
"2334",2782
"2335",3123
"2336",2100
"2337",2771
"2338",277
"2339",3519
"2340",1923
"2341",3844
"2342",520
"2343",2941
"2344",3198
"2345",108
"2346",1638
"2347",530
"2348",2328
"2349",264
"2350",1190
"2351",3852
"2352",1340
"2353",783
"2354",922
"2355",376
"2356",2542
"2357",2488
"2358",707
"2359",2041
"2360",3268
"2361",2623
"2362",152
"2363",1892
"2364",3579
"2365",18
"2366",1637
"2367",987
"2368",3037
"2369",3679
"2370",2036
"2371",769
"2372",1357
"2373",2175
"2374",3448
"2375",2867
"2376",2237
"2377",1085
"2378",2753
"2379",2318
"2380",684
"2381",3648
"2382",2101
"2383",2500
"2384",1689
"2385",3160
"2386",473
"2387",502
"2388",936
"2389",3346
"2390",3492
"2391",962
"2392",3045
"2393",2061
"2394",862
"2395",1069
"2396",189
"2397",40
"2398",2016
"2399",2727
"2400",113
"2401",1494
"2402",1384
"2403",1785
"2404",891
"2405",2076
"2406",1392
"2407",2964
"2408",934
"2409",3455
"2410",3108
"2411",395
"2412",613
"2413",2883
"2414",604
"2415",2960
"2416",713
"2417",511
"2418",3720
"2419",1080
"2420",2094
"2421",336
"2422",3730
"2423",45
"2424",404
"2425",1491
"2426",3151
"2427",3173
"2428",1608
"2429",1506
"2430",3434
"2431",1147
"2432",2097
"2433",3216
"2434",2544
"2435",1038
"2436",3716
"2437",1020
"2438",3479
"2439",951
"2440",1162
"2441",3440
"2442",863
"2443",523
"2444",2197
"2445",833
"2446",1893
"2447",2961
"2448",901
"2449",1323
"2450",1345
"2451",3170
"2452",1587
"2453",1618
"2454",2344
"2455",1648
"2456",855
"2457",3631
"2458",107
"2459",576
"2460",2266
"2461",3265
"2462",1321
"2463",104
"2464",2334
"2465",905
"2466",385
"2467",1566
"2468",3583
"2469",2872
"2470",3755
"2471",668
"2472",916
"2473",1400
"2474",328
"2475",1779
"2476",711
"2477",3775
"2478",482
"2479",2051
"2480",94
"2481",3136
"2482",2706
"2483",2559
"2484",648
"2485",2135
"2486",3595
"2487",1011
"2488",1611
"2489",2716
"2490",823
"2491",2046
"2492",2962
"2493",1111
"2494",2281
"2495",244
"2496",3494
"2497",2568
"2498",2325
"2499",2773
"2500",3834
"2501",1864
"2502",813
"2503",141
"2504",3075
"2505",2329
"2506",1889
"2507",1584
"2508",1900
"2509",3696
"2510",1018
"2511",2226
"2512",2139
"2513",3680
"2514",3171
"2515",380
"2516",1987
"2517",2123
"2518",358
"2519",2021
"2520",2576
"2521",1757
"2522",2728
"2523",3738
"2524",2273
"2525",1585
"2526",150
"2527",3856
"2528",680
"2529",1512
"2530",2903
"2531",2203
"2532",800
"2533",351
"2534",485
"2535",963
"2536",1502
"2537",2877
"2538",3406
"2539",3642
"2540",2759
"2541",705
"2542",435
"2543",3806
"2544",2791
"2545",445
"2546",3568
"2547",3597
"2548",902
"2549",1946
"2550",2004
"2551",3120
"2552",3390
"2553",3485
"2554",1780
"2555",2832
"2556",114
"2557",504
"2558",595
"2559",2450
"2560",1389
"2561",717
"2562",2796
"2563",3175
"2564",1978
"2565",2090
"2566",3609
"2567",3699
"2568",1350
"2569",1968
"2570",767
"2571",643
"2572",3569
"2573",2557
"2574",2449
"2575",2907
"2576",2300
"2577",1936
"2578",3565
"2579",3025
"2580",3419
"2581",1856
"2582",3153
"2583",3003
"2584",119
"2585",3223
"2586",616
"2587",1258
"2588",2516
"2589",1692
"2590",988
"2591",1037
"2592",1564
"2593",2291
"2594",893
"2595",2625
"2596",617
"2597",1607
"2598",1940
"2599",1141
"2600",3409
"2601",3672
"2602",2664
"2603",345
"2604",1574
"2605",2629
"2606",1061
"2607",1365
"2608",1922
"2609",2423
"2610",647
"2611",2510
"2612",1244
"2613",247
"2614",1777
"2615",1513
"2616",3233
"2617",209
"2618",942
"2619",2998
"2620",1826
"2621",76
"2622",139
"2623",2212
"2624",1432
"2625",1462
"2626",1055
"2627",3258
"2628",2189
"2629",926
"2630",154
"2631",788
"2632",1783
"2633",1218
"2634",3126
"2635",3478
"2636",1083
"2637",3708
"2638",519
"2639",3415
"2640",811
"2641",1580
"2642",3552
"2643",825
"2644",2521
"2645",979
"2646",1133
"2647",1707
"2648",1712
"2649",3534
"2650",3874
"2651",2996
"2652",3124
"2653",3607
"2654",3283
"2655",367
"2656",817
"2657",729
"2658",3469
"2659",3749
"2660",1001
"2661",1137
"2662",1107
"2663",3496
"2664",527
"2665",23
"2666",414
"2667",2349
"2668",3121
"2669",2096
"2670",2323
"2671",3231
"2672",1503
"2673",3639
"2674",3053
"2675",360
"2676",1996
"2677",3159
"2678",669
"2679",2979
"2680",2380
"2681",1796
"2682",3356
"2683",3267
"2684",2126
"2685",1482
"2686",1076
"2687",2217
"2688",26
"2689",3022
"2690",715
"2691",2524
"2692",59
"2693",3872
"2694",1666
"2695",1629
"2696",2499
"2697",459
"2698",1034
"2699",165
"2700",864
"2701",287
"2702",57
"2703",1552
"2704",997
"2705",1279
"2706",1434
"2707",457
"2708",1065
"2709",3488
"2710",3099
"2711",2106
"2712",1579
"2713",3650
"2714",1421
"2715",2970
