"","x"
"2223",2799
"2224",381
"2225",911
"2226",2380
"2227",169
"2228",455
"2229",2613
"2230",1888
"2231",1526
"2232",2654
"2233",1580
"2234",2914
"2235",2005
"2236",331
"2237",1929
"2238",1017
"2239",2991
"2240",139
"2241",2657
"2242",1164
"2243",1001
"2244",3663
"2245",3725
"2246",3312
"2247",3670
"2248",3810
"2249",85
"2250",2649
"2251",2737
"2252",1462
"2253",3394
"2254",3526
"2255",872
"2256",2107
"2257",2900
"2258",3334
"2259",2229
"2260",314
"2261",2940
"2262",305
"2263",885
"2264",152
"2265",730
"2266",1181
"2267",2275
"2268",3680
"2269",1143
"2270",1658
"2271",1787
"2272",1144
"2273",1310
"2274",2921
"2275",2336
"2276",2906
"2277",3525
"2278",859
"2279",2528
"2280",2934
"2281",1497
"2282",3041
"2283",586
"2284",1994
"2285",822
"2286",2379
"2287",162
"2288",763
"2289",2246
"2290",1958
"2291",1536
"2292",3373
"2293",13
"2294",1730
"2295",1279
"2296",379
"2297",2560
"2298",2973
"2299",619
"2300",1502
"2301",923
"2302",3232
"2303",551
"2304",2451
"2305",362
"2306",24
"2307",1505
"2308",1163
"2309",2959
"2310",3314
"2311",552
"2312",3024
"2313",3485
"2314",3304
"2315",3639
"2316",1639
"2317",1690
"2318",3084
"2319",2689
"2320",3162
"2321",1049
"2322",1326
"2323",2215
"2324",2396
"2325",2638
"2326",744
"2327",1196
"2328",2897
"2329",2456
"2330",3368
"2331",3146
"2332",1323
"2333",581
"2334",447
"2335",2228
"2336",1159
"2337",3512
"2338",700
"2339",1838
"2340",1964
"2341",1515
"2342",3398
"2343",1303
"2344",1798
"2345",218
"2346",1406
"2347",2619
"2348",2713
"2349",2530
"2350",3108
"2351",1574
"2352",1652
"2353",1353
"2354",3615
"2355",3189
"2356",879
"2357",1269
"2358",2334
"2359",466
"2360",3375
"2361",2255
"2362",2471
"2363",30
"2364",3478
"2365",851
"2366",606
"2367",3547
"2368",984
"2369",3753
"2370",2041
"2371",433
"2372",3227
"2373",707
"2374",247
"2375",2467
"2376",1292
"2377",2108
"2378",3166
"2379",633
"2380",1078
"2381",2632
"2382",793
"2383",1278
"2384",3016
"2385",899
"2386",1970
"2387",1913
"2388",2993
"2389",2388
"2390",2470
"2391",3282
"2392",2778
"2393",1026
"2394",3479
"2395",2377
"2396",1590
"2397",3871
"2398",1301
"2399",3344
"2400",2775
"2401",613
"2402",2170
"2403",1072
"2404",1105
"2405",2751
"2406",2373
"2407",1748
"2408",3671
"2409",2524
"2410",3241
"2411",3851
"2412",2193
"2413",2220
"2414",2293
"2415",2597
"2416",3197
"2417",2392
"2418",226
"2419",2036
"2420",292
"2421",32
"2422",2730
"2423",1291
"2424",2651
"2425",1911
"2426",1919
"2427",2707
"2428",3180
"2429",499
"2430",3500
"2431",2194
"2432",2065
"2433",1963
"2434",656
"2435",3844
"2436",2684
"2437",1132
"2438",1430
"2439",3008
"2440",193
"2441",2844
"2442",1783
"2443",1339
"2444",2340
"2445",461
"2446",1871
"2447",570
"2448",3826
"2449",115
"2450",2440
"2451",98
"2452",1335
"2453",2658
"2454",3658
"2455",2163
"2456",1042
"2457",3223
"2458",983
"2459",2407
"2460",2234
"2461",1522
"2462",2748
"2463",339
"2464",2292
"2465",1271
"2466",2103
"2467",2258
"2468",2500
"2469",336
"2470",1308
"2471",964
"2472",2594
"2473",372
"2474",2284
"2475",838
"2476",720
"2477",179
"2478",1235
"2479",687
"2480",536
"2481",1024
"2482",3842
"2483",976
"2484",2572
"2485",3586
"2486",1556
"2487",1225
"2488",2589
"2489",3825
"2490",1775
"2491",1381
"2492",2225
"2493",725
"2494",2182
"2495",2947
"2496",3817
"2497",3095
"2498",3367
"2499",353
"2500",2026
"2501",1935
"2502",590
"2503",886
"2504",3744
"2505",2622
"2506",3835
"2507",2680
"2508",1648
"2509",462
"2510",3173
"2511",445
"2512",3778
"2513",3650
"2514",1812
"2515",2417
"2516",3481
"2517",1106
"2518",778
"2519",3749
"2520",2585
"2521",3059
"2522",565
"2523",122
"2524",403
"2525",1818
"2526",3762
"2527",900
"2528",3589
"2529",2395
"2530",2938
"2531",945
"2532",713
"2533",2908
"2534",3396
"2535",2865
"2536",2834
"2537",1237
"2538",644
"2539",2983
"2540",2311
"2541",815
"2542",3209
"2543",3369
"2544",1755
"2545",1048
"2546",695
"2547",130
"2548",2370
"2549",444
"2550",944
"2551",2943
"2552",3192
"2553",2118
"2554",256
"2555",3626
"2556",1524
"2557",2604
"2558",1004
"2559",3201
"2560",3342
"2561",1868
"2562",3441
"2563",3159
"2564",1383
"2565",227
"2566",1719
"2567",2951
"2568",1848
"2569",2545
"2570",2054
"2571",298
"2572",1558
"2573",2453
"2574",2532
"2575",1288
"2576",3263
"2577",8
"2578",2945
"2579",3049
"2580",1135
"2581",1131
"2582",2791
"2583",235
"2584",2064
"2585",1621
"2586",2543
"2587",1841
"2588",3553
"2589",579
"2590",1040
"2591",2606
"2592",3570
"2593",1213
"2594",1752
"2595",1602
"2596",2459
"2597",2591
"2598",3502
"2599",457
"2600",2305
"2601",1780
"2602",1996
"2603",2290
"2604",3358
"2605",1252
"2606",2179
"2607",1815
"2608",2445
"2609",1892
"2610",3171
"2611",2538
"2612",2733
"2613",1317
"2614",481
"2615",3078
"2616",3515
"2617",104
"2618",251
"2619",3857
"2620",3249
"2621",513
"2622",1793
"2623",797
"2624",3652
"2625",475
"2626",2288
"2627",66
"2628",3579
"2629",3158
"2630",2913
"2631",1982
"2632",706
"2633",775
"2634",1130
"2635",1036
"2636",456
"2637",1284
"2638",3352
"2639",910
"2640",158
"2641",631
"2642",1634
"2643",2253
"2644",264
"2645",2498
"2646",2646
"2647",322
"2648",1218
"2649",3073
"2650",2533
"2651",3731
"2652",3208
"2653",577
"2654",2944
"2655",560
"2656",3644
"2657",1674
"2658",285
"2659",3786
"2660",2877
"2661",425
"2662",1948
"2663",1488
"2664",2378
"2665",198
"2666",1767
"2667",2486
"2668",2198
"2669",568
"2670",2139
"2671",38
"2672",1412
"2673",1619
"2674",255
"2675",2125
"2676",3527
"2677",9
"2678",2257
"2679",3288
"2680",417
"2681",2093
"2682",1169
"2683",27
"2684",837
"2685",3057
"2686",144
"2687",3301
"2688",71
"2689",2146
"2690",605
"2691",3211
"2692",1385
"2693",3421
"2694",2053
"2695",419
"2696",1804
"2697",2510
"2698",2838
"2699",1150
"2700",1598
"2701",2573
"2702",544
"2703",1519
"2704",2826
"2705",2600
"2706",272
"2707",3000
"2708",3233
"2709",1807
"2710",1525
"2711",3272
"2712",572
"2713",172
"2714",1777
"2715",643
